行号,总 Token 数
4837,3366
4838,4031
4839,3446
4840,3534
4841,3431
4842,3478
4843,3890
4844,3574
4845,3728
4846,3721
4847,3586
4848,3769
4849,4000
4850,3520
4851,3634
4852,3296
4853,3504
4854,4110
4855,3764
4856,3381
4857,3510
4858,3796
4859,3494
4860,3796
4861,3665
4862,3692
4863,3651
4864,3592
4865,3475
4866,3390
4867,3337
4868,2455
4869,4236
4870,3505
4871,3968
4872,3167
4873,3348
4874,4998
4875,4374
4876,4547
4877,4015
4878,7760
4879,3926
4880,3991
4881,5788
4882,4120
4883,3547
4884,5472
4885,6328
4886,3837
4887,3989
4888,4958
4889,8865
4890,7290
4891,5377
4892,4758
4893,7354
4894,3235
4895,3545
4896,5261
4897,4686
4898,4813
4899,4216
4900,4251
4901,8320
4902,7129
4903,5297
4904,4496
4905,3747
4906,4275
4907,4283
4908,3258
4909,4883
4910,3296
4911,3100
4912,3518
4913,3707
4914,4663
4915,3974
4916,4821
4917,4776
4918,4028
4919,3789
4920,3023
4921,3709
4922,4374
4923,3009
4924,4561
4925,3377
4926,3429
4927,3500
4928,3316
4929,3389
4930,3930
4931,3592
4932,3415
4933,3411
4934,3860
4935,3790
4936,3741
4937,3858
4938,3549
4939,3798
4940,3744
4941,3915
4942,3402
4943,3936
4944,3468
4945,3246
4946,4280
4947,2807
4948,3307
4949,3524
4950,3458
4951,3969
4952,3323
4953,3461
4954,3537
4955,2787
4956,3696
4957,2816
4958,3979
4959,3304
4960,4177
4961,3558
4962,3508
4963,3435
4964,4211
4965,3402
4966,3747
4967,3844
4968,3478
4969,3199
4970,3456
4971,3449
4972,3480
4973,3646
4974,3534
4975,3234
4976,3687
4977,3063
4978,3624
4979,3335
4980,2986
4981,4279
4982,3386
4983,3884
4984,3515
4985,3321
4986,3674
4987,3264
4988,3477
4989,3004
4990,3188
4991,2994
4992,3032
4993,3136
4994,3615
4995,3270
4996,2998
4997,3212
4998,3134
4999,3402
5000,3339
5001,3030
5002,2904
5003,2981
5004,3146
5005,3486
5006,3041
5007,3146
5008,3011
5009,3128
5010,3156
5011,3366
5012,3165
5013,3550
5014,3172
5015,3156
5016,3700
5017,3955
5018,3841
5019,3045
5020,2960
5021,3240
5022,3371
5023,3348
5024,3223
5025,3318
5026,3514
5027,3434
5028,2932
5029,3291
5030,3504
5031,3080
5032,3214
5033,2977
5034,3090
5035,3390
5036,2943
5037,3000
5038,3270
5039,3702
5040,3398
5041,3288
5042,3650
5043,3106
5044,3292
5045,3280
5046,3394
5047,3374
5048,3792
5049,3151
5050,3978
5051,3791
5052,3345
5053,2924
5054,3066
5055,3204
5056,3408
5057,3336
5058,3592
5059,3270
5060,3078
5061,2994
5062,3316
5063,3158
5064,3578
5065,3584
5066,3175
5067,3192
5068,3314
5069,3250
5070,3082
5071,3536
5072,3170
5073,3620
5074,3714
5075,3427
5076,3357
5077,3818
5078,3841
5079,3492
5080,3600
5081,4001
5082,3978
5083,3732
5084,3216
5085,3836
5086,3872
5087,3569
5088,3609
5089,3788
5090,4177
5091,3784
5092,3080
5093,3380
5094,3548
5095,3756
5096,3688
5097,3894
5098,3936
5099,3567
5100,4128
5101,4330
5102,3332
5103,3622
5104,3845
5105,3315
5106,3869
5107,3984
5108,3408
5109,3656
5110,3804
5111,3590
5112,3604
5113,4320
5114,3882
5115,3386
5116,3754
5117,3974
5118,3688
5119,3860
5120,3408
5121,3340
5122,3904
5123,3314
5124,3464
5125,3928
5126,3762
5127,3910
5128,3460
5129,3553
5130,4316
5131,3668
5132,3749
5133,3818
5134,3798
5135,3820
5136,3974
5137,3700
5138,3389
5139,3416
5140,3926
5141,3740
5142,3538
5143,3700
5144,3555
5145,3982
5146,4265
5147,3533
5148,3760
5149,3833
5150,3659
5151,3749
5152,4033
5153,3398
5154,2982
5155,3222
5156,3514
5157,3821
5158,3216
5159,3471
5160,3717
5161,3652
5162,3338
5163,3544
5164,3808
5165,3727
5166,3956
5167,3351
5168,3494
5169,3650
5170,3188
5171,3327
5172,3746
5173,3598
5174,4246
5175,3959
5176,3508
5177,3392
5178,3550
5179,3266
5180,3702
5181,3532
5182,3693
5183,3927
5184,3762
5185,4210
5186,3998
5187,4139
5188,4105
5189,3930
5190,3582
5191,3322
5192,4058
5193,3977
5194,3919
5195,3960
5196,3288
5197,3658
5198,4087
5199,3372
5200,3174
5201,3575
5202,3664
5203,3664
5204,4185
5205,3658
5206,4118
5207,3505
5208,3818
5209,3697
5210,3898
5211,3602
5212,3526
5213,3466
5214,3356
5215,3445
5216,3984
5217,3640
5218,3692
5219,3732
5220,3359
5221,3604
5222,3427
5223,3898
5224,3503
5225,3716
5226,4112
5227,3286
5228,4018
5229,4246
5230,3330
5231,3462
5232,3691
5233,3820
5234,3892
5235,3812
5236,3814
5237,3914
5238,3493
5239,3474
5240,3600
5241,4048
5242,3948
5243,3384
5244,3308
5245,4220
5246,3075
5247,3396
5248,3904
5249,3522
5250,4006
5251,3870
5252,3534
5253,3997
5254,3816
5255,3546
5256,3773
5257,3916
5258,3589
5259,3469
5260,3442
5261,3846
5262,3246
5263,3441
5264,3920
5265,3624
5266,3934
5267,3920
5268,3738
5269,3857
5270,3948
5271,3658
5272,3790
5273,3532
5274,3613
5275,4126
5276,3994
5277,3584
5278,4049
5279,3384
5280,3846
5281,3866
5282,3302
5283,3499
5284,3452
5285,3868
5286,3880
5287,3462
5288,3446
5289,4048
5290,4097
5291,3472
5292,3446
5293,3976
5294,3971
5295,3278
5296,3722
5297,3381
5298,3453
5299,3736
5300,3925
5301,3622
5302,3898
5303,3596
5304,3766
5305,3386
5306,3310
5307,3710
5308,3636
5309,3226
5310,3478
5311,3442
5312,3383
5313,3633
5314,3624
5315,3644
5316,3050
5317,3252
5318,3641
5319,3506
5320,3500
5321,4019
5322,3658
5323,4026
5324,3745
5325,3483
5326,4466
5327,4019
5328,3370
5329,3252
5330,3154
5331,3991
5332,3760
5333,4024
5334,3457
5335,3510
5336,3713
5337,3422
5338,3569
5339,3725
5340,3579
5341,3485
5342,3930
5343,3660
5344,3581
5345,3636
5346,3825
5347,3609
5348,3622
5349,3801
5350,3579
5351,3760
5352,3933
5353,3719
5354,3704
5355,3626
5356,3824
5357,3970
5358,3441
5359,3442
5360,4228
5361,4237
5362,3654
5363,3650
5364,3506
5365,3797
5366,3128
5367,3692
5368,3428
5369,3840
5370,4045
5371,3376
5372,3934
5373,3436
5374,3258
5375,3685
5376,4337
5377,3818
5378,3420
5379,3814
5380,2930
5381,3506
5382,3572
5383,3608
5384,3636
5385,3563
5386,3349
5387,3598
5388,3878
5389,3596
5390,3158
5391,3284
5392,3980
5393,3530
5394,3428
5395,3764
5396,3585
5397,3627
5398,3268
5399,3478
5400,3522
5401,3656
5402,3317
5403,3428
5404,3452
5405,3322
5406,3844
5407,3861
5408,3466
5409,3580
5410,3452
5411,3294
5412,3767
5413,3435
5414,3733
5415,3742
5416,3512
5417,3892
5418,3456
5419,3583
5420,3481
5421,3662
5422,4138
5423,3871
5424,3500
5425,3974
5426,3948
5427,3511
5428,3629
5429,3320
5430,3998
5431,3648
5432,3582
5433,3463
5434,3788
5435,3472
5436,3650
5437,3482
5438,3844
5439,3614
5440,3602
5441,3720
5442,3504
5443,3558
5444,3190
5445,3400
5446,3891
5447,3366
5448,3646
5449,3670
5450,3592
5451,3370
5452,3561
5453,3545
5454,3808
5455,3450
5456,3990
5457,3006
5458,3673
5459,2980
5460,3726
5461,3988
5462,3382
5463,3500
5464,3808
5465,3744
5466,4071
5467,3166
5468,3734
5469,3647
5470,3584
5471,3928
5472,4228
5473,3658
5474,3547
5475,3532
5476,3482
5477,3530
5478,3736
5479,3126
5480,3478
5481,3556
5482,3422
5483,3536
5484,3450
5485,3314
5486,3389
5487,3736
5488,3322
5489,3026
5490,3682
5491,3595
5492,3496
5493,3959
5494,3754
5495,3388
5496,3580
5497,3683
5498,3536
5499,3273
5500,3566
5501,3673
5502,3742
5503,3806
5504,3710
5505,3682
5506,3878
5507,3474
5508,3596
5509,3712
5510,4070
5511,3836
5512,3224
5513,3754
5514,3522
5515,3436
5516,3684
5517,3126
5518,3656
5519,4002
5520,3552
5521,3766
5522,3969
5523,3548
5524,3730
5525,4011
5526,3458
5527,3172
5528,3702
5529,3647
5530,3572
5531,3788
5532,3963
5533,4144
5534,3728
5535,3556
5536,3786
5537,3762
5538,3668
5539,3748
5540,3756
5541,3634
5542,3620
5543,3644
5544,3604
5545,3220
5546,3472
5547,3576
5548,3437
5549,3648
5550,3648
5551,3531
5552,4039
5553,3473
5554,3600
5555,3870
5556,4454
5557,3716
5558,3981
5559,4078
5560,4258
5561,3452
5562,3532
5563,4069
5564,3513
5565,3376
5566,3787
5567,3493
5568,3881
5569,4102
5570,3650
5571,3916
5572,3954
5573,3280
5574,3342
5575,3587
5576,3011
5577,3852
5578,3588
5579,3370
5580,3592
5581,3484
5582,3766
5583,3995
5584,3508
5585,3556
5586,3200
5587,3900
5588,3852
5589,3574
5590,4279
5591,3850
5592,3650
5593,3864
5594,3779
5595,3458
5596,3238
5597,3902
5598,3609
5599,3974
5600,3848
5601,3449
5602,3616
5603,3365
5604,3990
5605,3619
5606,3856
5607,3886
5608,3740
5609,4138
5610,3594
5611,3903
5612,3696
5613,3580
5614,3864
5615,3722
5616,3656
5617,3906
5618,4026
5619,4219
5620,3474
5621,3578
5622,3684
5623,3702
5624,3600
5625,3996
5626,3794
5627,3372
5628,3972
5629,3914
5630,3306
5631,3898
5632,3593
5633,3737
5634,3292
5635,3923
5636,3992
5637,3224
5638,3982
5639,4180
5640,4035
5641,3968
5642,4204
5643,4652
5644,3942
5645,3650
5646,3467
5647,4187
5648,3482
5649,3858
5650,4114
5651,4084
5652,4083
5653,3525
5654,4427
5655,4284
5656,3903
5657,3606
5658,3802
5659,3822
5660,3558
5661,3850
5662,3856
5663,4035
5664,3314
5665,3714
5666,3750
5667,4299
5668,3666
5669,4175
5670,3772
5671,3851
5672,3962
5673,3596
5674,3833
5675,3024
5676,3984
5677,3821
5678,3650
5679,4040
5680,3828
5681,3651
5682,3889
5683,3722
5684,4082
5685,3654
5686,3703
5687,4034
5688,3885
5689,3894
5690,3264
5691,3573
5692,3695
5693,3397
5694,4162
5695,3568
5696,3473
5697,3634
5698,4358
5699,3606
5700,3578
5701,3804
5702,3752
5703,4055
5704,3386
5705,3599
5706,3836
5707,3842
5708,4503
5709,4034
5710,3666
5711,4146
5712,3396
5713,3640
5714,3676
5715,3646
5716,3795
5717,3104
5718,3875
5719,3652
5720,3460
5721,3558
5722,4055
5723,3148
5724,3409
5725,3795
5726,3448
5727,3449
5728,3951
5729,4014
5730,3758
5731,3832
5732,4183
5733,3925
5734,3830
5735,4245
5736,3954
5737,4094
5738,3974
5739,4042
5740,3458
5741,3772
5742,3331
5743,3718
5744,3485
5745,4274
5746,4049
5747,3708
5748,3650
5749,3694
5750,3600
5751,4681
5752,4201
5753,3738
5754,4084
5755,3629
5756,3870
5757,3865
5758,4000
5759,3846
5760,3747
5761,3415
5762,4176
5763,3814
5764,3843
5765,3646
5766,3303
5767,3750
5768,3276
5769,3538
5770,3434
5771,3978
5772,3907
5773,3742
5774,3636
5775,4308
5776,4069
5777,3444
5778,3908
5779,3065
5780,4000
5781,3484
5782,3722
5783,3676
5784,3760
5785,3768
5786,4036
5787,3440
5788,3712
5789,4173
5790,3652
5791,3713
5792,3581
5793,3884
5794,3773
5795,4108
5796,3533
5797,3467
5798,3970
5799,4092
5800,3880
5801,3806
5802,4060
5803,3812
5804,3657
5805,3605
5806,3754
5807,3486
5808,3940
5809,3669
5810,3948
5811,3884
5812,3354
5813,3804
5814,3802
5815,3762
5816,3854
5817,4138
5818,3735
5819,3940
5820,2124
5821,2696
5822,3694
5823,4375
5824,2786
5825,3732
5826,3452
5827,4467
5828,5312
5829,5183
5830,4977
5831,5249
5832,3984
5833,3396
5834,2805
5835,3558
5836,4002
5837,3379
5838,3099
5839,3151
5840,3070
5841,2945
5842,2855
5843,2857
5844,4603
5845,3023
5846,2755
5847,2637
5848,2739
5849,2823
5850,3081
5851,3248
5852,3739
5853,2977
5854,2711
5855,3160
5856,2757
5857,2809
5858,3118
5859,2862
5860,2902
5861,2758
5862,3080
5863,2997
5864,2932
5865,2686
5866,2752
5867,3124
5868,3115
5869,2794
5870,2984
5871,2912
5872,2882
5873,2823
5874,2868
5875,2944
5876,3006
5877,2866
5878,2886
5879,3026
5880,2938
5881,2952
5882,2822
5883,2910
5884,2824
5885,3050
5886,3128
5887,2999
5888,2840
5889,2862
5890,2902
5891,2846
5892,3118
5893,3170
5894,3290
5895,3242
5896,3206
5897,3242
5898,3338
5899,3482
5900,3482
5901,3494
5902,3470
5903,3386
5904,3458
5905,3374
5906,3302
5907,3278
5908,3206
5909,3218
5910,3254
5911,3230
5912,3362
5913,3362
5914,3350
5915,3170
5916,3434
5917,3254
5918,3410
5919,3158
5920,3362
5921,3494
5922,3158
5923,3206
5924,3254
5925,3134
5926,3206
5927,3422
5928,3362
5929,3290
5930,3038
5931,3326
5932,3194
5933,3074
5934,3254
5935,3242
5936,3458
5937,3218
5938,3266
5939,3278
5940,3350
5941,3422
5942,3170
5943,3134
5944,3362
5945,3122
5946,3458
5947,3350
5948,3374
5949,3230
5950,3314
5951,3278
5952,3362
5953,3326
5954,3458
5955,3170
5956,3290
5957,3470
5958,3302
5959,3350
5960,3290
5961,3290
5962,3050
5963,3314
5964,3338
5965,3182
5966,3482
5967,3002
5968,3362
5969,3158
5970,3158
5971,3218
5972,3266
5973,3374
5974,3338
5975,3326
5976,3350
5977,3278
5978,3194
5979,3302
5980,3170
5981,3194
5982,3266
5983,3314
5984,3266
5985,3422
5986,3446
5987,3398
5988,3410
5989,3470
5990,3482
5991,3482
5992,3458
5993,3470
5994,3482
5995,3470
5996,3470
5997,3470
5998,3470
5999,3482
6000,3470
6001,3494
6002,3470
6003,3482
6004,3470
6005,3470
6006,3470
6007,3458
6008,3482
6009,3482
6010,3338
6011,3194
6012,3446
6013,3278
6014,3350
6015,3110
6016,3242
6017,3146
6018,3302
6019,3362
6020,3182
6021,3278
6022,3194
6023,3362
6024,3266
6025,3254
6026,3290
6027,3062
6028,3362
6029,3446
6030,3182
6031,3434
6032,3290
6033,3254
6034,3338
6035,3410
6036,3338
6037,3326
6038,3338
6039,3422
6040,3326
6041,3482
6042,3242
6043,3302
6044,3314
6045,3230
6046,3218
6047,3254
6048,3290
6049,3146
6050,3434
6051,3014
6052,3326
6053,3278
6054,3422
6055,3038
6056,3122
6057,3338
6058,3410
6059,3278
6060,3194
6061,3482
6062,3410
6063,3182
6064,3302
6065,3218
6066,3134
6067,3362
6068,3254
6069,3470
6070,3074
6071,3350
6072,3350
6073,3362
6074,3470
6075,3458
6076,3446
6077,3482
6078,3458
6079,3494
6080,3470
6081,3494
6082,3470
6083,3482
6084,3434
6085,3458
6086,3470
6087,3470
6088,3458
6089,3470
6090,3458
6091,3518
6092,3458
6093,3494
6094,3470
6095,3494
6096,3418
6097,2968
6098,3370
6099,3498
6100,3230
6101,3470
6102,3146
6103,3440
6104,3280
6105,3214
6106,3568
6107,3434
6108,3516
6109,3574
6110,3404
6111,3384
6112,3570
6113,3502
6114,3470
6115,3360
6116,3550
6117,3448
6118,3482
6119,3544
6120,3618
6121,3566
6122,3566
6123,3444
6124,3438
6125,3510
6126,3324
6127,3438
6128,3482
6129,3492
6130,3610
6131,3436
6132,3150
6133,3276
6134,3422
6135,3414
6136,3274
6137,3534
6138,3334
6139,3350
6140,3582
6141,3072
6142,3540
6143,3456
6144,3316
6145,3504
6146,3412
6147,3520
6148,3492
6149,3426
6150,3420
6151,3502
6152,3592
6153,3568
6154,3554
6155,3504
6156,3452
6157,3492
6158,3522
6159,3472
6160,3464
6161,3496
6162,3338
6163,3574
6164,3478
6165,3562
6166,3438
6167,3484
6168,3454
6169,3282
6170,3204
6171,3274
6172,3446
6173,3254
6174,3340
6175,3336
6176,3164
6177,3394
6178,3562
6179,3288
6180,3520
6181,3362
6182,3528
6183,3482
6184,3294
6185,3486
6186,3616
6187,3496
6188,3560
6189,3598
6190,3528
6191,3554
6192,3512
6193,3506
6194,3524
6195,3476
6196,3492
6197,3558
6198,3418
6199,3548
6200,3330
6201,3456
6202,3402
6203,3464
6204,3498
6205,3548
6206,3470
6207,3382
6208,3586
6209,3476
6210,3516
6211,3456
6212,3562
6213,3500
6214,3472
6215,3380
6216,3424
6217,3520
6218,3596
6219,3572
6220,3540
6221,3250
6222,3318
6223,3400
6224,3474
6225,3432
6226,3194
6227,3340
6228,3184
6229,3116
6230,3362
6231,3390
6232,3534
6233,3354
6234,3414
6235,3536
6236,3558
6237,3552
6238,3556
6239,3462
6240,3470
6241,3528
6242,3514
6243,3440
6244,3572
6245,3576
6246,3428
6247,3530
6248,3494
6249,3396
6250,3588
6251,3370
6252,3490
6253,3508
6254,3492
6255,3418
6256,3472
6257,3478
6258,3424
6259,3538
6260,3360
6261,3452
6262,3362
6263,3612
6264,3572
6265,3512
6266,3432
6267,3406
6268,3526
6269,3510
6270,3570
6271,3446
6272,3468
6273,3492
6274,3654
6275,3446
6276,2914
6277,3128
6278,3060
6279,2938
6280,2848
6281,2814
6282,2852
6283,3081
6284,2856
6285,2838
6286,2922
6287,3052
6288,2928
6289,2988
6290,2736
6291,2702
6292,2938
6293,2954
6294,3186
6295,3152
6296,2912
6297,3142
6298,2776
6299,2798
6300,2756
6301,2804
6302,2720
6303,2780
6304,2798
6305,2828
6306,2896
6307,3276
6308,2801
6309,2830
6310,2962
6311,2976
6312,3195
6313,2786
6314,2980
6315,2830
6316,3030
6317,2822
6318,2954
6319,2774
6320,3012
6321,2840
6322,3042
6323,2856
6324,2788
6325,2862
6326,2858
6327,2940
6328,2762
6329,3024
6330,2926
6331,2864
6332,2970
6333,2840
6334,3040
6335,2800
6336,2738
6337,2932
6338,2824
6339,2862
6340,2244
6341,3268
6342,3100
6343,3227
6344,2976
6345,3044
6346,3408
6347,3260
6348,2925
6349,3346
6350,3344
6351,3492
6352,3172
6353,3157
6354,3434
6355,3303
6356,3614
6357,2932
6358,3224
6359,3570
6360,3549
6361,3082
6362,3017
6363,3557
6364,3286
6365,3692
6366,3450
6367,3366
6368,3258
6369,3226
6370,3105
6371,3472
6372,3107
6373,3038
6374,3149
6375,4916
6376,3042
6377,3048
6378,3330
6379,3029
6380,3058
6381,3424
6382,3256
6383,3612
6384,3901
6385,6487
6386,5867
6387,5920
6388,5417
6389,6540
6390,7107
6391,3039
6392,14654
6393,5247
6394,5365
6395,4819
6396,5150
6397,5810
6398,4211
6399,6383
6400,23463
6401,11748
6402,10092
6403,6739
6404,7819
6405,3916
6406,480301
6407,3358
6408,3069
6409,5805
6410,583248
6411,386600
6412,7325
6413,3268
6414,105796
6415,433086
6416,2882
6417,3160
6418,2910
6419,2910
6420,9397
6421,16718
6422,2840
6423,3792
6424,3433
6425,3734
6426,3042
6427,3442
6428,2952
6429,4504
6430,4106
6431,12108
6432,29024
6433,97688
6434,108056
6435,118703
6436,87171
6437,68206
6438,82684
6439,65204
6440,68806
6441,107358
6442,53402
6443,53186
6444,49975
6445,22230
6446,5344
6447,18890
6448,3723
6449,12740
6450,3083
6451,12085
6452,3547
6453,3230
6454,4518
6455,2814
6456,3162
6457,3280
6458,3194
6459,3131
6460,3231
6461,2748
6462,2874
6463,3240
6464,4020
6465,2804
6466,2888
6467,3202
6468,2846
6469,3851
6470,2792
6471,3498
6472,2818
